AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,PINCP,ESR,FER,RAC1P,label
32.0,14,1,2,2,0,4,1,4,1,2,2,2,2,14400.0,1,2,8,1
21.0,21,5,2,2,0,1,3,4,1,1,2,2,2,11000.0,2,2,1,0
60.0,16,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
40.0,19,1,1,2,0,4,1,4,1,2,2,2,2,0.0,3,0,6,0
18.0,16,5,1,2,0,1,3,4,1,1,2,2,2,6000.0,6,0,1,0
52.0,20,1,2,2,0,5,1,4,1,2,2,2,2,24000.0,1,0,6,1
23.0,16,5,1,2,0,4,3,4,2,2,2,2,2,18000.0,1,0,6,0
64.0,18,3,1,2,0,1,1,2,1,1,2,2,2,19200.0,6,0,1,1
43.0,1,1,2,2,0,5,1,4,1,2,2,2,2,11100.0,1,2,6,1
16.0,14,5,1,2,1,1,1,0,4,1,2,2,2,0.0,6,0,1,0
17.0,14,5,2,2,1,1,1,4,1,1,2,2,2,1500.0,6,2,6,0
22.0,15,5,1,2,0,1,3,4,2,1,2,2,2,20000.0,1,0,9,0
29.0,16,5,1,2,0,1,3,4,1,1,2,2,2,2400.0,6,0,8,1
18.0,18,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,8,0
32.0,16,5,1,2,0,1,1,4,1,1,2,2,2,19000.0,1,0,6,1
61.0,19,3,2,1,0,1,1,4,1,1,2,2,2,19600.0,6,0,1,1
59.0,13,1,1,2,0,4,1,4,1,2,2,2,2,12400.0,6,0,8,0
25.0,1,5,2,1,0,4,1,4,4,2,2,2,2,10700.0,6,2,1,1
45.0,12,1,2,2,0,5,1,4,1,2,2,2,2,17000.0,3,2,1,0
16.0,12,5,1,2,2,1,1,0,1,1,2,2,2,0.0,6,0,1,1
15.0,13,5,2,2,1,1,1,0,1,1,2,2,2,0.0,0,2,1,0
51.0,12,1,2,2,0,5,1,4,1,2,2,2,2,28000.0,1,0,1,0
21.0,19,5,1,2,0,1,1,4,2,1,2,2,2,4000.0,1,0,1,0
33.0,19,1,2,2,0,4,1,4,1,2,2,2,2,25000.0,1,2,6,0
63.0,16,1,2,2,0,4,1,4,1,2,2,2,2,1900.0,1,0,6,1
62.0,9,1,2,2,0,5,1,4,1,2,2,2,2,6000.0,6,0,1,1
15.0,10,5,1,2,3,1,1,0,1,1,2,2,2,0.0,0,0,1,1
29.0,19,5,1,2,0,1,1,4,2,1,2,2,2,30000.0,1,0,9,0
15.0,12,5,1,2,2,1,1,0,1,1,2,2,2,0.0,0,0,1,0
23.0,19,5,2,2,0,5,1,4,1,2,2,2,2,25000.0,1,2,1,0
17.0,14,5,1,1,0,5,3,4,1,2,2,2,1,0.0,3,0,8,1
28.0,19,1,2,2,0,5,1,4,1,2,2,2,2,7000.0,1,1,1,1
30.0,18,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
19.0,18,5,1,2,0,1,3,4,4,1,2,2,2,0.0,6,0,6,0
18.0,16,5,1,2,0,1,1,1,1,1,2,2,2,16000.0,4,0,1,0
58.0,19,1,2,2,0,1,1,4,1,1,2,2,2,2200.0,6,0,3,0
49.0,16,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,8,0
32.0,15,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
44.0,21,1,2,2,0,1,1,4,1,1,2,2,2,15600.0,1,2,1,0
37.0,21,5,1,2,0,1,1,2,2,1,2,2,2,20000.0,1,0,1,1
22.0,19,5,1,2,0,1,1,4,2,1,2,2,2,12000.0,1,0,9,0
20.0,19,5,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
16.0,14,5,2,2,7,1,1,0,1,1,2,2,2,0.0,6,2,6,1
22.0,18,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,8,0
27.0,16,1,1,2,0,5,2,4,1,2,2,2,2,11000.0,6,0,9,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,7000.0,1,2,1,0
61.0,21,5,1,1,0,1,3,2,2,1,2,2,2,13200.0,6,0,1,1
49.0,18,1,1,1,0,1,1,4,2,1,2,1,2,6000.0,1,0,1,0
61.0,16,1,2,1,0,1,1,4,1,1,2,2,2,8000.0,6,0,2,1
16.0,14,5,2,2,1,1,1,0,1,1,2,2,2,0.0,6,2,6,0
28.0,22,5,1,2,0,1,1,4,1,1,2,2,2,10000.0,1,0,1,0
17.0,14,5,1,2,2,1,1,4,2,1,2,2,2,1000.0,6,0,1,1
19.0,19,5,1,2,0,1,3,4,2,1,2,2,2,27810.0,1,0,9,0
34.0,14,1,2,2,0,4,1,4,1,2,2,2,2,5000.0,6,2,1,1
18.0,9,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
26.0,21,1,2,2,0,1,3,4,1,1,2,2,2,0.0,6,2,1,0
16.0,14,5,1,2,7,1,1,0,1,1,2,2,2,0.0,6,0,1,1
48.0,9,1,1,2,0,5,1,4,1,2,2,2,2,20000.0,1,0,1,1
31.0,19,5,1,2,0,1,3,4,1,1,2,2,2,24000.0,1,0,2,0
48.0,1,5,1,2,0,5,1,4,1,2,2,2,2,23700.0,1,0,1,0
46.0,18,1,1,2,0,4,1,4,1,2,2,2,2,30000.0,1,0,8,1
60.0,16,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,0
29.0,22,5,2,2,0,5,1,4,1,2,2,2,2,30000.0,1,2,6,0
53.0,16,1,1,2,0,1,3,2,4,1,2,2,2,22000.0,1,0,1,1
23.0,19,5,1,2,0,1,1,4,1,1,2,2,2,100.0,6,0,1,0
60.0,21,1,2,1,0,5,1,4,1,2,1,2,1,0.0,6,0,6,1
56.0,19,1,1,2,0,4,1,4,1,2,2,2,2,29000.0,1,0,9,0
16.0,13,5,2,2,2,1,1,0,2,1,2,2,2,0.0,6,2,1,0
57.0,21,3,2,2,0,1,1,4,1,1,2,2,2,4800.0,6,0,1,1
33.0,16,1,2,2,0,3,1,4,4,1,2,2,2,0.0,6,2,1,1
47.0,15,5,1,2,0,1,1,2,1,1,2,2,2,2300.0,3,0,1,1
43.0,19,1,1,2,0,5,1,4,1,2,2,2,2,22000.0,1,0,1,0
25.0,16,5,1,2,0,1,1,4,4,1,2,2,2,29000.0,1,0,1,0
57.0,16,1,2,2,0,1,3,4,1,1,2,2,2,0.0,6,0,9,0
25.0,21,5,1,2,0,1,1,4,1,1,2,2,2,22000.0,1,0,6,0
39.0,16,1,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,8,1
15.0,11,5,2,2,1,1,1,0,1,1,2,2,2,100.0,0,2,1,0
50.0,22,3,1,2,0,5,1,4,1,2,2,2,2,28800.0,1,0,6,0
15.0,12,5,2,2,7,1,1,0,2,1,2,2,2,0.0,0,2,1,0
25.0,19,5,1,2,0,1,1,4,2,1,2,2,2,15000.0,1,0,1,1
47.0,1,3,2,2,0,1,3,4,2,1,2,2,2,0.0,3,2,1,1
56.0,16,3,1,2,0,5,1,4,1,2,2,2,2,11700.0,1,0,1,1
37.0,19,5,2,2,0,1,1,4,1,1,2,2,2,25400.0,1,2,1,1
64.0,21,3,1,2,0,1,1,4,1,1,2,2,2,24000.0,1,0,1,0
27.0,19,5,2,2,0,1,1,4,1,1,2,2,2,15000.0,1,2,6,1
15.0,11,5,2,1,7,1,1,0,1,1,2,2,1,0.0,0,2,9,0
37.0,19,5,2,1,0,1,3,4,2,1,2,2,1,9200.0,6,2,1,1
59.0,16,4,1,2,0,1,1,4,2,1,2,2,2,22000.0,1,0,1,0
43.0,16,5,1,2,0,5,1,4,1,2,2,2,2,20000.0,1,0,6,0
20.0,16,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
61.0,16,1,2,2,0,1,1,4,4,1,2,2,2,3600.0,6,0,6,0
19.0,16,5,2,2,0,1,1,4,1,1,2,2,2,4800.0,6,2,8,0
15.0,11,5,1,2,5,1,1,0,2,1,2,2,2,0.0,0,0,1,1
17.0,13,5,1,2,3,1,1,4,1,1,2,2,2,0.0,6,0,6,0
31.0,21,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,6,0
37.0,13,1,2,2,0,5,1,4,1,2,2,2,2,10800.0,6,2,1,0
15.0,12,5,2,2,1,1,1,0,1,1,2,2,2,200.0,0,2,6,0
23.0,19,5,2,2,0,1,3,4,1,1,2,2,2,29000.0,1,2,1,0
27.0,15,5,1,2,0,5,1,4,1,2,2,2,2,30000.0,1,0,1,0
52.0,15,5,1,2,0,1,1,4,1,1,2,2,2,25000.0,1,0,2,1
57.0,7,1,2,2,0,5,1,4,1,2,2,2,2,27000.0,1,0,1,0
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,2,0
15.0,12,5,1,2,2,1,1,0,1,1,2,2,2,0.0,0,0,1,0
46.0,18,1,1,2,0,5,1,4,1,2,2,2,2,30000.0,1,0,6,1
23.0,18,5,1,2,0,1,3,4,1,1,2,2,2,11000.0,1,0,1,1
63.0,21,5,1,2,0,1,1,4,1,1,2,2,2,26100.0,1,0,1,0
24.0,21,5,1,2,0,1,1,4,1,1,2,2,2,15000.0,1,0,2,0
19.0,17,5,1,2,0,1,1,4,1,1,2,2,2,1200.0,3,0,2,1
17.0,14,5,1,2,1,1,1,4,1,1,2,2,2,300.0,6,0,1,0
49.0,16,3,1,2,0,1,1,4,4,1,2,2,2,10900.0,6,0,2,1
16.0,13,5,2,2,1,1,3,0,1,1,2,2,2,0.0,6,2,8,0
22.0,19,5,2,2,0,1,1,4,1,1,2,2,2,600.0,3,2,6,0
64.0,19,1,2,2,0,1,1,4,1,1,2,2,2,24900.0,1,0,1,0
63.0,21,1,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,1,0
29.0,9,5,1,2,0,1,3,4,4,1,2,2,2,22000.0,2,0,1,0
19.0,19,5,2,2,0,3,3,4,2,1,2,2,2,0.0,6,2,9,0
20.0,19,5,1,2,0,5,2,4,1,2,2,2,2,0.0,6,0,6,0
43.0,21,1,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,1,0
31.0,21,5,2,2,0,1,1,4,2,1,2,2,2,4000.0,1,2,9,0
35.0,16,1,2,2,0,4,1,4,4,2,2,2,2,26000.0,1,1,8,0
24.0,16,1,2,2,0,5,2,4,1,2,2,2,2,0.0,6,2,1,1
45.0,16,1,2,2,0,5,1,4,4,2,2,2,2,5800.0,1,2,1,0
27.0,21,5,1,2,0,5,3,4,2,2,2,2,2,0.0,6,0,6,0
15.0,12,5,2,2,7,1,1,0,2,1,2,2,2,0.0,0,2,1,0
29.0,16,4,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
28.0,20,1,2,2,0,4,3,4,2,2,2,2,2,3300.0,1,2,1,1
22.0,19,5,1,2,0,1,1,4,1,1,2,2,2,1700.0,1,0,1,0
23.0,18,1,1,2,0,5,1,4,4,2,2,2,2,21000.0,1,0,1,0
17.0,13,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,2,0
35.0,19,1,1,2,0,1,1,2,4,1,2,2,2,24000.0,1,0,1,0
58.0,1,1,1,2,0,1,1,4,3,1,2,2,2,0.0,6,0,6,0
50.0,14,1,2,1,0,4,1,4,2,2,2,2,1,0.0,6,2,1,1
28.0,11,5,1,2,0,5,1,4,1,2,2,2,2,26000.0,1,0,8,0
29.0,20,1,2,2,0,5,3,4,1,2,2,2,2,20800.0,1,2,6,0
56.0,14,5,1,1,0,1,1,4,2,1,2,2,1,12800.0,6,0,9,1
22.0,16,5,2,2,0,1,1,4,1,1,2,2,2,2500.0,1,2,1,1
31.0,21,1,2,2,0,1,3,4,1,1,2,2,2,12400.0,6,2,8,1
20.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,6,1
55.0,18,1,2,2,0,1,1,4,2,1,2,2,2,16000.0,1,0,1,0
24.0,16,5,1,2,0,5,1,4,1,2,2,2,2,21800.0,1,0,1,0
29.0,13,5,1,1,0,5,1,4,1,2,2,2,1,880.0,6,0,2,1
47.0,15,5,2,2,0,1,1,4,2,1,2,2,2,18000.0,2,2,1,1
50.0,18,5,2,1,0,1,1,4,2,1,2,2,2,6290.0,1,2,1,1
20.0,18,5,2,2,0,1,1,4,1,1,2,2,2,440.0,6,2,9,1
24.0,16,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,1
21.0,19,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,8,0
35.0,21,1,2,1,0,1,1,4,1,1,2,2,2,10700.0,6,2,1,0
41.0,11,1,2,2,0,5,1,4,1,2,2,2,2,26200.0,1,2,1,1
38.0,15,5,1,1,0,1,1,4,1,1,2,2,1,8600.0,6,0,1,1
59.0,16,1,2,2,0,1,1,4,1,1,2,2,2,30000.0,3,0,8,0
23.0,16,5,1,2,0,1,1,1,1,1,2,2,2,24000.0,4,0,2,0
50.0,21,1,2,2,0,4,1,4,1,2,2,2,2,0.0,6,2,9,0
20.0,16,5,2,2,0,1,1,1,2,1,2,2,2,18000.0,4,2,2,0
43.0,20,1,2,2,0,5,1,4,1,2,2,2,2,5000.0,1,2,1,0
22.0,16,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,1,0
28.0,21,5,1,2,0,1,1,4,1,1,2,2,2,25000.0,3,0,6,1
23.0,16,5,2,2,0,1,1,4,1,1,2,2,2,25000.0,1,2,1,0
49.0,19,1,1,2,0,5,1,4,1,2,2,2,2,600.0,1,0,1,0
42.0,20,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,0
19.0,19,5,2,2,0,1,3,4,4,1,2,2,2,0.0,6,2,1,0
63.0,21,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
54.0,13,3,2,1,0,1,3,4,2,1,2,2,1,12000.0,6,0,1,1
30.0,12,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,0
19.0,19,5,2,2,0,1,1,4,4,1,2,2,2,0.0,6,2,1,0
24.0,16,5,1,1,0,1,1,4,2,1,2,1,2,12000.0,3,0,1,1
36.0,1,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,2,1
30.0,19,4,2,2,0,1,1,2,2,1,2,2,2,23000.0,2,1,1,1
55.0,16,1,2,2,0,4,1,4,1,2,2,2,2,21100.0,1,0,1,0
54.0,6,1,2,2,0,5,1,4,1,2,2,2,2,6000.0,3,0,1,0
34.0,18,5,2,2,0,4,3,4,4,2,2,2,2,12300.0,3,2,1,0
56.0,21,1,2,2,0,4,1,4,1,2,2,2,2,24000.0,3,0,6,0
47.0,19,5,2,1,0,1,1,4,1,1,2,2,1,6000.0,6,2,2,1
53.0,1,1,2,2,0,4,1,4,1,2,2,2,2,12100.0,1,0,6,0
17.0,13,5,2,2,7,1,1,4,1,1,2,2,2,0.0,6,2,8,1
29.0,1,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,0
46.0,20,1,2,2,0,5,1,4,1,2,2,2,2,18000.0,1,2,6,0
15.0,11,5,2,2,2,1,1,0,4,1,2,2,2,0.0,0,2,9,0
59.0,9,1,1,2,0,4,1,4,4,2,2,2,2,0.0,6,0,1,0
49.0,22,1,1,2,0,4,1,4,1,2,2,2,2,24000.0,1,0,6,0
26.0,19,5,1,2,0,4,1,4,4,2,2,2,2,24000.0,1,0,6,0
62.0,18,5,1,1,0,1,1,4,1,1,2,2,1,10300.0,6,0,1,1
19.0,19,5,2,1,0,3,3,4,3,1,2,2,1,0.0,3,2,1,1
29.0,19,5,1,2,0,1,1,4,1,1,2,2,2,30000.0,1,0,1,0
37.0,21,5,1,1,0,1,3,4,1,1,2,2,1,25200.0,1,0,1,1
55.0,17,1,2,2,0,2,1,4,1,1,2,2,2,0.0,6,0,7,0
36.0,11,5,1,2,0,5,1,4,1,2,2,2,2,19200.0,1,0,1,0
48.0,20,1,1,2,0,1,1,4,1,1,2,2,2,21100.0,3,0,8,0
17.0,14,5,1,2,1,1,1,4,4,1,2,2,2,0.0,6,0,1,0
40.0,15,1,1,2,0,4,1,4,1,2,2,2,2,18000.0,1,0,6,0
43.0,14,5,1,2,0,1,3,4,1,1,2,2,2,250.0,1,0,8,1
50.0,16,5,1,2,0,1,1,4,1,1,2,2,2,28000.0,3,0,1,1
16.0,12,5,2,2,1,1,1,0,4,1,2,2,2,200.0,1,2,1,1
45.0,6,1,2,2,0,5,1,4,1,2,2,2,2,22800.0,1,2,1,0
60.0,1,1,2,2,0,4,1,4,4,2,2,2,2,9600.0,6,0,8,1
25.0,19,5,1,2,0,1,3,4,1,1,2,2,2,0.0,6,0,8,1
57.0,9,5,2,2,0,4,1,4,1,2,2,2,2,22000.0,1,0,8,0
61.0,19,4,2,1,0,1,1,4,2,1,2,1,2,25000.0,1,0,9,0
61.0,16,2,2,2,0,1,1,4,4,1,2,2,2,15000.0,1,0,1,0
25.0,18,4,1,2,0,4,3,4,4,2,2,2,2,8500.0,1,0,1,0
27.0,16,1,2,2,0,1,1,4,3,1,2,2,2,2000.0,1,2,1,0
64.0,1,4,2,1,0,4,1,4,2,2,2,2,1,10900.0,6,0,6,1
39.0,16,1,2,2,0,1,1,4,1,1,2,2,2,15000.0,3,2,1,1
25.0,21,5,2,2,0,1,1,4,1,1,2,2,2,22000.0,1,2,1,1
47.0,14,1,2,1,0,1,1,4,2,1,1,2,2,0.0,3,2,8,0
17.0,13,5,2,2,8,1,1,4,1,1,2,2,2,0.0,6,2,1,1
31.0,18,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,1,1,0
57.0,18,5,2,1,0,1,1,4,4,1,2,2,2,0.0,6,0,1,1
53.0,18,4,1,2,0,1,1,4,1,1,2,2,2,24000.0,1,0,3,0
40.0,20,1,2,1,0,1,1,4,1,1,2,2,1,0.0,6,2,8,1
23.0,21,5,2,2,0,1,3,4,2,1,2,2,2,3600.0,3,2,1,1
28.0,18,5,1,2,0,4,1,4,1,2,2,2,2,25000.0,6,0,6,0
50.0,16,5,1,1,0,5,1,4,1,2,2,2,2,12500.0,1,0,1,1
23.0,21,5,2,2,0,1,2,4,1,1,2,2,2,20000.0,1,2,6,0
29.0,15,1,1,2,0,5,1,4,1,2,2,2,2,30000.0,1,0,1,0
43.0,19,5,1,2,0,1,1,4,1,1,2,2,2,0.0,6,0,9,1
16.0,14,5,2,1,1,1,1,0,1,1,2,2,2,0.0,6,2,1,1
53.0,9,1,2,1,0,5,1,4,1,2,2,2,2,25400.0,1,0,6,0
48.0,20,4,2,2,0,5,1,4,1,2,2,2,2,13000.0,3,2,1,1
58.0,19,1,2,2,0,1,1,4,1,1,2,2,2,14000.0,1,0,1,0
50.0,19,1,1,2,0,4,1,4,1,2,2,2,2,15000.0,1,0,6,1
19.0,19,5,2,2,0,1,1,4,1,1,2,2,2,13300.0,1,2,8,0
34.0,18,5,1,2,0,1,1,4,1,1,2,2,2,20000.0,1,0,1,0
49.0,18,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,0
39.0,16,5,2,1,0,1,3,4,1,1,2,2,2,19800.0,6,2,2,1
21.0,19,5,2,2,0,1,1,4,2,1,2,2,2,15000.0,1,2,1,0
21.0,19,5,1,2,0,4,1,4,1,2,2,2,2,7000.0,1,0,8,0
39.0,16,3,2,2,0,1,1,4,1,1,2,2,2,30000.0,1,2,1,0
37.0,16,1,2,2,0,1,1,4,2,1,2,2,2,24000.0,1,2,9,0
28.0,1,5,1,1,0,1,3,4,1,1,1,2,2,780.0,1,0,1,1
27.0,20,1,1,2,0,1,1,4,1,1,2,2,2,16000.0,1,0,1,1
27.0,21,5,2,2,0,4,3,4,4,2,2,2,2,19000.0,1,2,6,0
45.0,16,1,2,2,0,5,1,4,1,2,2,2,2,20000.0,1,2,8,0
15.0,12,5,1,2,1,1,1,0,2,1,2,2,2,0.0,0,0,1,0
60.0,9,1,1,2,0,5,1,4,1,2,2,2,2,8400.0,1,0,8,0
64.0,17,2,2,2,0,1,1,4,1,1,2,2,2,810.0,6,0,1,1
37.0,16,1,2,2,0,5,1,4,4,2,2,2,2,10300.0,6,2,1,1
25.0,20,5,1,2,0,1,1,4,1,1,2,2,2,12000.0,1,0,6,0
63.0,19,1,2,1,0,1,3,4,4,1,2,2,2,9700.0,2,0,1,0
29.0,21,1,1,2,0,1,1,4,2,1,2,2,2,20000.0,1,0,1,0
17.0,13,5,2,2,7,1,1,4,2,1,2,2,2,0.0,6,2,9,1
23.0,20,5,1,2,0,3,1,4,1,1,2,2,2,5000.0,1,0,6,0
63.0,21,4,2,2,0,1,1,4,4,1,2,2,2,7200.0,6,0,1,0
41.0,9,5,1,2,0,5,1,4,1,2,2,2,2,14000.0,1,0,1,0
36.0,19,1,2,2,0,1,3,4,1,1,2,2,2,20000.0,1,2,1,0
36.0,21,1,2,2,0,4,1,4,1,2,2,2,2,21000.0,1,2,1,1
24.0,19,5,1,2,0,1,1,4,2,1,2,2,2,2400.0,1,0,8,1
26.0,19,3,1,1,0,3,1,4,4,1,2,2,1,5000.0,3,0,1,0
56.0,19,5,1,2,0,1,1,4,1,1,2,2,2,27400.0,1,0,1,0
22.0,21,5,2,2,0,1,1,4,2,1,2,2,2,30000.0,1,2,1,0
24.0,19,5,1,2,0,1,3,4,2,1,2,2,2,30000.0,1,0,1,0
19.0,19,5,2,2,0,1,3,4,1,1,2,2,2,0.0,6,2,9,0
58.0,17,2,1,1,0,1,1,4,4,1,2,2,2,10900.0,6,0,1,1
64.0,16,1,2,2,0,4,1,4,1,2,2,2,2,20000.0,1,0,1,0
58.0,19,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
56.0,16,3,2,2,0,4,1,4,1,2,2,2,2,12000.0,2,0,6,0
20.0,18,5,2,2,0,1,1,4,2,1,2,2,2,1000.0,6,2,9,1
44.0,19,3,2,2,0,1,1,4,1,1,2,2,2,15000.0,1,2,1,1
17.0,13,5,1,2,3,1,1,4,2,1,2,2,2,0.0,6,0,1,0
16.0,13,5,2,1,1,1,1,0,1,1,2,1,2,0.0,6,2,1,0
31.0,21,5,1,2,0,1,1,4,2,1,2,2,2,6000.0,1,0,6,0
22.0,19,5,2,2,0,1,1,4,2,1,2,2,2,5900.0,1,2,1,0
20.0,19,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,1,0
41.0,16,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,8,1
45.0,19,1,1,2,0,4,1,4,1,2,2,2,2,0.0,6,0,8,1
24.0,19,5,2,2,0,1,1,4,1,1,2,2,2,20000.0,1,2,1,0
15.0,12,5,1,2,3,1,1,0,1,1,2,2,2,0.0,0,0,1,0
53.0,21,1,2,2,0,4,1,4,1,2,2,2,2,50.0,6,0,9,0
18.0,16,5,1,2,0,1,1,4,1,1,2,2,2,1100.0,1,0,8,0
26.0,20,5,1,2,0,1,1,4,1,1,2,2,2,21900.0,1,0,1,0
34.0,16,1,2,2,0,5,1,4,1,2,2,2,2,9500.0,1,2,1,1
19.0,19,5,1,2,0,5,1,4,1,2,2,2,2,11000.0,1,0,8,1
59.0,18,1,2,2,0,1,1,4,2,1,2,2,2,17500.0,1,0,6,0
46.0,21,3,1,2,0,1,1,4,2,1,2,2,2,0.0,3,0,1,0
48.0,18,1,2,2,0,4,3,4,1,2,2,2,2,9000.0,1,2,1,0
17.0,14,5,2,2,1,1,1,4,2,1,2,2,2,0.0,6,2,1,0
21.0,19,5,1,2,0,1,1,4,2,1,2,2,2,12000.0,1,0,8,1
62.0,1,5,1,2,0,1,1,4,2,1,2,2,2,11900.0,6,0,2,1
38.0,20,5,1,2,0,4,1,4,1,2,2,2,2,30000.0,1,0,1,0
62.0,16,1,2,2,0,5,1,4,4,2,2,2,2,21400.0,1,0,8,0
49.0,12,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,0
20.0,19,5,1,2,0,1,1,4,2,1,2,2,2,0.0,6,0,9,0
29.0,21,1,1,2,0,5,2,4,1,2,2,2,2,0.0,6,0,9,0
21.0,19,5,1,2,0,5,1,4,4,2,2,2,2,30000.0,1,0,8,0
37.0,18,5,1,1,0,1,1,4,2,1,2,2,1,9600.0,6,0,9,1
50.0,19,5,1,2,0,4,1,4,1,2,2,2,2,2400.0,3,0,6,1
17.0,14,5,1,2,1,1,1,4,1,1,2,2,2,0.0,6,0,1,0
23.0,15,5,1,2,0,4,1,4,4,2,2,2,2,5200.0,1,0,6,0
24.0,19,5,2,2,0,1,1,4,1,1,2,2,2,26200.0,1,2,1,0
55.0,13,5,2,2,0,1,1,4,1,1,2,2,2,16100.0,1,0,1,0
19.0,15,5,2,2,0,1,1,4,1,1,2,2,2,0.0,6,2,1,1
64.0,21,1,2,2,0,2,1,4,2,1,2,2,2,18000.0,1,0,1,0
55.0,1,1,2,1,0,1,1,4,4,1,2,2,2,9300.0,1,0,1,0
15.0,11,5,1,2,1,1,1,0,1,1,2,2,2,0.0,0,0,1,0
15.0,13,5,1,2,2,1,3,0,2,1,2,2,2,0.0,0,0,8,1
17.0,14,5,1,2,7,1,1,4,2,1,2,2,2,400.0,6,0,9,0
16.0,12,5,1,2,7,1,1,0,2,1,2,2,2,0.0,6,0,9,0
55.0,19,2,2,1,0,4,1,4,1,2,2,2,2,10200.0,6,0,1,1
15.0,12,5,2,2,7,5,1,0,2,2,2,2,2,0.0,0,2,9,0
33.0,1,5,1,2,0,5,1,4,4,2,2,2,2,10000.0,1,0,8,1
52.0,9,1,1,2,0,5,1,4,4,2,2,2,2,23000.0,1,0,1,1
18.0,19,5,2,2,0,1,1,4,1,1,2,2,2,20.0,1,2,2,1
17.0,14,5,2,2,2,1,1,4,1,1,2,2,2,0.0,6,2,1,0
59.0,21,1,2,2,0,1,1,4,1,1,2,2,2,15000.0,1,0,6,0
18.0,16,5,2,2,0,1,1,4,1,1,2,2,2,0.0,3,2,1,1
61.0,23,1,2,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,0
46.0,16,3,2,2,0,1,3,4,2,1,2,2,2,1000.0,1,2,9,0
41.0,9,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,1,1
21.0,19,1,2,2,0,1,1,4,2,1,2,2,2,0.0,6,2,1,1
26.0,16,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,1,0
30.0,19,5,1,2,0,1,3,4,2,1,2,2,2,30000.0,1,0,2,0
46.0,20,5,2,2,0,1,3,4,2,1,2,2,2,26000.0,1,2,1,1
29.0,17,1,1,2,0,5,3,4,1,2,2,2,2,8000.0,6,0,1,0
33.0,19,1,1,2,0,4,1,4,1,2,2,2,2,4000.0,6,0,6,1
18.0,16,5,2,2,0,3,1,4,1,1,2,2,2,0.0,6,2,1,0
25.0,16,5,1,2,0,1,1,4,4,1,2,2,2,0.0,6,0,8,1
30.0,19,5,1,2,0,1,1,4,1,1,2,2,2,10300.0,1,0,1,0
15.0,12,5,2,2,8,1,1,0,2,1,2,2,2,0.0,0,2,9,1
31.0,20,1,2,2,0,1,1,4,1,1,2,2,2,28000.0,1,2,8,0
36.0,20,1,2,2,0,5,1,4,1,2,2,2,2,0.0,6,2,6,0
63.0,20,1,2,1,0,1,1,4,2,1,2,2,1,12000.0,6,0,1,0
17.0,14,5,1,2,1,1,3,4,1,1,2,2,2,0.0,6,0,8,0
59.0,18,1,2,2,0,1,1,4,1,1,2,2,2,0.0,6,0,1,0
64.0,1,1,2,2,0,4,1,4,4,2,2,2,2,2300.0,6,0,1,0
21.0,16,5,1,2,0,1,1,1,1,1,2,2,2,24000.0,4,0,1,0
46.0,22,5,2,2,0,1,1,4,1,1,2,2,2,5000.0,1,2,1,0
21.0,16,5,1,2,0,1,1,4,2,1,2,2,2,7700.0,1,0,1,0
